transaction_id,user_id,amount,hour,device_risk_score,ip_risk_score,transaction_type,merchant_category,country,is_fraud
7584293,254,28.690849448485878,18,0.0996303370363445,0.14609288298562462,ATM,Electronics,TR,0
12238223,741,146.05440035273497,21,0.11566038062814324,0.030520549570708235,ATM,Travel,FR,0
2068167,807,77.61320421164288,17,0.037374321403670134,0.21011681268432456,Online,Electronics,DE,0
9353890,672,2300.913869867507,14,0.7578049314337509,0.882417075430643,Online,Clothing,DE,1
16064010,489,87.26728374692128,16,0.010495387500815037,0.012804764288575646,Online,Electronics,US,0
5898333,990,98.41794436561197,11,0.011176116259787792,0.03969121619396905,QR,Clothing,UK,0
3131085,324,68.57947024150566,15,0.16424338136927286,0.025779041720632882,POS,Clothing,TR,0
4016710,522,39.45551699215548,22,0.17997738966499374,0.22430787158236937,POS,Food,UK,0
7862307,902,1879.2543615296834,8,0.6890525936810594,0.9099661709832287,QR,Grocery,NG,1
10071081,520,1.0,10,0.7659777300503006,0.29126920741061657,QR,Clothing,US,0
2325374,554,65.40198468953312,17,0.025802946470129096,0.2926878812533702,POS,Electronics,TR,0
5802709,939,117.64250828003011,8,0.044048019039898405,0.03183270047184649,QR,Electronics,FR,0
10793464,962,111.67290854783079,17,0.27009412167045527,0.033338302916471114,ATM,Clothing,FR,0
3669942,423,94.91626811504449,15,0.04000449781596352,0.15543246221675863,QR,Food,UK,0
13098832,836,3.478330562429335,16,0.0014645988732155356,0.09798283932086917,ATM,Food,UK,0
7065760,669,84.41360557885478,10,0.04729220116718085,0.10891300785609427,ATM,Travel,TR,0
10676903,73,35.4855679464543,18,0.04829827918358427,0.113250583746815,QR,Clothing,UK,0
15061082,993,65.12213707523215,17,0.019448537337772867,0.18997167651446384,QR,Travel,FR,0
10754573,123,163.55102998440128,15,0.2593789526028498,0.03632209376380819,QR,Electronics,FR,0
580921,659,47.47508091420051,10,0.20064699429193766,0.02861165653355487,QR,Clothing,UK,0
13023426,473,70.72226701468904,20,0.13481657361362778,0.20759968465693773,QR,Grocery,TR,0
6733393,401,71.22540642464435,17,0.2812724843907291,0.2425505392231611,QR,Food,UK,0
7159619,395,94.73376470350088,16,0.18189644715790593,0.17842995121081998,POS,Electronics,DE,0
14039964,325,98.51209438210653,22,0.16501132706950167,0.03837062277690023,QR,Travel,DE,0
1913740,600,86.50123732478433,15,0.6960423599036796,0.9322546103015393,ATM,Electronics,TR,1
1495865,208,77.80009451037297,18,0.18088605652311934,0.134663556661292,POS,Grocery,TR,0
9742290,119,61.600473693708466,15,0.16895984562694694,0.16664179854415528,Online,Food,DE,0
1336513,182,64.86147059113475,8,0.08645479458537139,0.04743338279831118,POS,Electronics,FR,0
2514504,149,78.75101935756248,17,0.14854565627576072,0.0490970800507545,ATM,Travel,US,0
16316666,411,63.89839966479315,13,0.036171804323645015,0.275455160486464,QR,Electronics,TR,0
9957854,801,99.6091631302406,16,0.15693415192591967,0.207432229416556,QR,Travel,FR,0
12266085,596,105.378710139745,10,0.0640045425963994,0.276639653933951,QR,Travel,TR,0
13640418,779,65.19028562546342,8,0.12019326490302856,0.10836509799305469,ATM,Travel,TR,0
10163893,187,78.60260335431788,17,0.06338209282639211,0.02860709761334232,POS,Grocery,US,0
14410780,745,70.3541616810214,12,0.03481417619246287,0.20496080542671927,POS,Travel,FR,0
216741,567,1.0,18,0.10479766708719032,0.10803042292157046,ATM,Electronics,US,0
4541723,398,64.49956963396971,16,0.10843921344209126,0.07627053551598373,ATM,Travel,UK,0
15058250,34,81.54635372754781,17,0.15972629840466687,0.15924039154142028,Online,Travel,FR,0
12721337,120,83.3117989982201,9,0.038834311831850724,0.16270832077151806,QR,Electronics,UK,0
14930589,638,98.55565499539266,15,0.03741672578932014,0.04180698453790753,ATM,Food,UK,0
6066623,788,1738.6274314200948,0,0.8365249727876418,0.843212635183969,POS,Electronics,NG,1
108810,704,29.921677906275917,22,0.06944483615830072,0.01660816654958049,ATM,Electronics,TR,0
11048280,588,73.17773198526466,22,0.023856941976691408,0.2755885582889882,POS,Electronics,FR,0
10923196,609,51.06559379930141,13,0.0827371927732147,0.12756289146220506,Online,Electronics,US,0
11724940,0,71.78311177463996,15,0.03397312964474885,0.09984744243055171,QR,Travel,FR,0
2242954,691,89.65854084202952,19,0.028875115002100445,0.3043509930476386,QR,Travel,UK,0
11309318,873,1281.864206287955,14,0.8149647531229313,0.8318195483605777,QR,Electronics,UK,1
7732353,577,2522.7924691145136,17,0.69924001134948,0.8244404626135377,Online,Electronics,TR,1
1446107,412,106.20088728183879,17,0.2333196481186632,0.015024769643833284,ATM,Travel,TR,0
15395762,647,78.95684990809151,16,0.05724255048326425,0.12362508017593596,ATM,Clothing,US,0
41740,972,66.77184932602518,17,0.02708255243729278,0.2059329098235151,ATM,Electronics,TR,0
1404291,549,11.857614530334544,10,0.09140945119368026,0.1706893606995505,POS,Food,TR,0
10162135,995,64.520736071757,19,0.08228316125881786,0.05453619313557073,Online,Grocery,UK,0
2519986,999,83.24839195220869,8,0.21653511729548436,0.17136901191162482,QR,Food,DE,0
12858051,942,126.59593472338142,21,0.2576291053535791,0.20259447506859357,ATM,Electronics,UK,0
9512980,479,84.78614126838795,15,0.12289391793871791,0.19687138970822313,ATM,Travel,FR,0
12522428,477,52.949774365130146,15,0.026403189170198228,0.060454651343365716,POS,Food,TR,0
13050550,209,28.828696879220622,22,0.14663832281422132,0.26550357768388433,ATM,Electronics,DE,0
5022314,961,69.5511953275834,17,0.03107183428715035,0.2836686045263742,Online,Food,DE,0
985817,624,62.60626826775597,5,0.10658876589995117,0.02600213764957607,POS,Clothing,FR,0
15169403,712,90.58156735376433,16,0.18738297656888256,0.22456081886588444,POS,Travel,UK,0
9133895,180,85.10413048476809,17,0.2390001034865335,0.07281379943394167,Online,Travel,US,0
8026317,755,79.9098815975215,16,0.2323998736937373,0.16051520576292158,QR,Clothing,TR,0
12503033,858,112.98182776658179,12,0.2727837758437012,0.2988886033632541,QR,Electronics,US,0
6905810,66,83.50526657701006,17,0.78128457249691,0.9750739556291679,ATM,Electronics,US,1
10966454,145,53.27330469713229,17,0.18905831930226125,0.16472035046269,QR,Food,DE,0
8937634,326,29.706120441179046,14,0.08412983453987556,0.26128303664058905,ATM,Electronics,TR,0
1111732,568,45.433780968376645,18,0.01824185252893991,0.26762110314285625,Online,Food,US,0
2696797,387,207.37301579715427,13,0.056323135181594014,0.13729252554895752,ATM,Food,UK,0
13146492,595,131.44791457240166,20,0.27220701345332693,0.23918527446159726,QR,Grocery,DE,0
3622970,454,2907.053944270439,5,0.757750992282494,0.8968675555651904,POS,Food,US,1
7157443,496,42.61881604296887,22,0.044755871450325974,0.008890815815133232,QR,Clothing,TR,0
5158106,350,80.63437061887657,17,0.01401655328972342,0.20350418329725037,QR,Travel,DE,0
11167030,846,176.72473967346735,17,0.276164237484785,0.06628449840445305,QR,Electronics,TR,0
16564729,917,106.82748921967375,15,0.25150647914266266,0.16111541508683763,Online,Electronics,TR,0
7103324,48,72.66595887545388,7,0.016648506344399405,0.04820784099931698,Online,Grocery,UK,0
15258646,347,1600.9453636423507,19,0.7913643757852692,0.15069323910354104,POS,Travel,UK,1
1940868,483,51.631889594611984,16,0.026669093020576122,0.24574890082762516,QR,Clothing,UK,0
15296626,198,51.978037403620974,17,0.2717783030530494,0.2074347795828648,QR,Clothing,TR,0
24289,260,62.02027747484155,16,0.8066159814618961,0.1547213052195955,QR,Food,DE,1
11876239,67,104.94488598878135,19,3.0274785175044003e-05,0.153449558081667,Online,Electronics,UK,0
9818761,24,70.9483160107695,19,0.07120745097299265,0.20266834346586418,ATM,Food,US,0
15765555,930,1.0,17,0.06268222574153798,0.20642936976634463,QR,Electronics,UK,0
4397044,624,39.6457946954948,10,0.024670870100682127,0.22711170463309546,ATM,Clothing,TR,0
14691081,405,127.99271167668395,16,0.11410886062812921,0.16178727951132116,QR,Clothing,TR,0
4909119,236,133.0647651762789,23,0.06903076513131817,0.18220915764950613,QR,Electronics,TR,0
1964579,848,102.78324090157187,17,0.015667995396598654,0.1710181369512732,Online,Travel,UK,0
8699351,574,148.46993162741705,11,0.1334540990821054,0.031240240773084734,QR,Travel,DE,0
2099436,403,137.13586083509767,13,0.27931828135582726,0.21062868577282046,ATM,Travel,FR,0
3340402,916,51.4801401983692,17,0.1013656686553272,0.19908718974611544,ATM,Travel,US,0
12566223,446,104.95618114172977,11,0.26340177668835435,0.10992072602214548,POS,Grocery,DE,0
15089420,673,56.2850198710138,15,0.03803122394143865,0.09637958335121925,QR,Food,UK,0
10239791,336,135.06319490809335,17,0.022980559962784954,0.18747782039668714,POS,Electronics,TR,0
3378243,487,111.67487457533485,9,0.8683153188218319,0.13269479398240827,QR,Travel,TR,1
7321488,802,96.87532147444766,18,0.045350087216220386,0.2016790998713208,ATM,Travel,US,0
8186272,815,14.016107079372617,16,0.1232495275861058,0.24259932430030506,QR,Food,FR,0
9927802,78,102.25022073528085,11,0.03384560402256549,0.04530003697308557,ATM,Clothing,US,0
14916465,265,35.23784168527975,16,0.19271437475298717,0.07548760389869293,ATM,Clothing,TR,0
14041214,427,49.64520530218513,6,0.1500166506216868,0.9968998278538365,QR,Food,DE,1
4439353,647,98.8602954872309,16,0.6670797518805981,0.9039963106753124,QR,Grocery,US,1
254577,999,45.07369419342725,13,0.02170321500983958,0.04938930740846472,QR,Grocery,US,0
14524548,334,107.75497439110798,17,0.01378425780535951,0.927558385443136,Online,Electronics,TR,1
6113606,202,111.10972286984155,9,0.08360363622713023,0.15362939364633435,ATM,Travel,US,0
16180929,97,59.10395542839102,18,3.0274785175044003e-05,0.151797227725132,Online,Travel,FR,0
1195116,537,102.15900129542031,6,0.18933952532608678,0.1837452896279957,QR,Travel,US,0
12864356,924,61.27211511657965,22,0.019549039928440204,0.17833635549077717,Online,Grocery,UK,0
8049860,647,1470.2962575491556,17,0.7831251621831913,0.9704473849382224,ATM,Clothing,FR,1
3573081,805,922.4105049273073,6,0.8053112643221493,0.93883979846544,POS,Grocery,TR,1
3086274,567,1.0,18,0.12583508104763746,0.039261297462151463,QR,Electronics,US,0
11207499,200,46.27668699241088,19,0.02825726793787696,0.01692642922285368,Online,Grocery,TR,0
4590912,368,41.8599851053214,10,0.16632733983363607,0.15532132260395587,QR,Food,FR,0
9214221,294,100.87874400402956,20,0.6616422895502172,0.17829823932449068,Online,Travel,UK,1
4495649,471,47.724189437384844,15,3.0274785175044003e-05,0.19507325023132388,Online,Travel,TR,0
403177,782,105.42567641872027,13,0.16536269015071503,0.15845727625373715,QR,Travel,FR,0
14802261,843,57.09521793770857,15,0.9457243982458596,0.1295364183421664,ATM,Food,UK,0
12555296,110,44.24046843745076,9,0.047647344246555326,0.3030936652644836,ATM,Electronics,US,0
15540785,611,108.70827581233486,17,0.13538546814764052,0.2596471681923823,QR,Clothing,UK,0
1526041,217,26.890243667832323,15,0.17044291729185282,0.13056398278368886,QR,Electronics,DE,0
813115,998,129.22109877212438,17,3.0274785175044003e-05,0.23439973053314955,Online,Grocery,TR,0
6045592,703,39.651747541392176,6,0.7924720583189718,0.21764196326217,QR,Travel,DE,0
1475287,391,76.0164690022393,22,0.13672451388170712,0.8938662871857526,QR,Electronics,UK,0
11250480,293,1.0,16,0.06243985729721824,0.2562056268740394,ATM,Travel,FR,0
7039987,180,54.89927840208678,22,0.18811831046209274,0.20344761621365737,QR,Grocery,US,0
11699576,479,1.0,17,0.036380958647800034,0.2328705802131432,ATM,Travel,US,0
16229325,662,64.93726340110416,15,0.0598206709930512,0.08329153426135275,ATM,Travel,US,0
14337487,976,119.87711105131436,20,0.024809492919808183,0.10427855003946132,Online,Electronics,UK,0
3004534,535,39.32298824810997,19,0.07984150442343566,0.12565778226676183,QR,Grocery,UK,0
3989696,645,2785.653201107622,17,0.8034852233610694,0.9996026492679309,QR,Travel,US,1
4260001,658,1.0,20,0.07928253362302848,0.1800937602673795,QR,Electronics,FR,0
790236,510,1.0,14,0.22052772348013538,0.28546263306950886,QR,Food,DE,0
4228358,597,95.47039842457201,12,0.05583534431857786,0.2198267537362222,ATM,Travel,US,0
15839973,927,36.141680649818724,23,0.19310965031307764,0.1300920643611356,POS,Grocery,FR,0
11009043,799,88.55287484728693,9,0.022067758244461725,0.13637710618822596,QR,Electronics,UK,0
2204713,575,94.73791559318192,13,0.1337397491980644,0.1710435342232708,POS,Electronics,TR,0
12225452,545,1.0,22,0.02806734786616623,0.19089695130505824,ATM,Electronics,UK,0
9157844,519,1.0,16,0.0399760153038594,0.226607242759281,ATM,Clothing,UK,0
10925529,169,11.507978718450119,16,0.023657262807710557,0.23486284560387627,QR,Food,FR,0
12881167,940,138.7897949050652,22,0.04126997645597433,0.14046522429130162,QR,Electronics,FR,0
10083480,676,1.0,17,0.2760658023806197,0.04878385895730028,QR,Travel,UK,0
10079702,528,60.949880069974526,8,0.035770218937676075,0.2823810726398941,QR,Travel,UK,0
1122636,150,17.24242348223359,18,0.17464023273459905,0.14592941390393416,ATM,Electronics,TR,0
2448688,716,1623.2915258663593,6,0.8578892388802344,0.85748998458004,ATM,Travel,NG,1
15342656,313,62.65993936865482,17,0.7743086127175932,0.8890033773150849,QR,Grocery,FR,1
11823354,468,3.897219598577294,7,0.10763428245798207,0.18456620216131764,POS,Food,US,1
10519348,27,136.6564969781329,15,0.22022761823816078,0.027240338693158155,QR,Grocery,UK,0
15421922,696,1317.4500313652109,6,0.8204620543710625,0.8842131390813225,Online,Travel,US,1
1737311,718,3.2973666304001057,21,0.13016457046119606,0.06480195527772592,ATM,Electronics,UK,0
5341480,116,83.67885008226347,17,0.11770010517875212,0.1857708894268299,Online,Electronics,UK,0
4789042,361,118.99309629028866,8,0.11083803031067296,0.1506713236484326,POS,Electronics,TR,0
14221567,432,62.799151447569244,17,0.27269756642982695,0.1049373742112761,POS,Electronics,TR,0
2639549,525,48.04596353650577,18,0.27179481111858383,0.13579152127857383,POS,Electronics,DE,0
11937006,590,158.501206304424,14,0.00541230644815302,0.08594386006214827,POS,Electronics,UK,0
9074387,324,26.90029461164883,19,0.09288335988962686,0.03812747253702402,POS,Travel,TR,0
3797502,141,91.82901751215236,15,0.17879786497061328,0.26360664368362696,Online,Travel,DE,0
13123157,854,130.34343240281706,10,0.14330033113620455,0.17635538300641845,POS,Electronics,FR,0
8783755,290,38.49481012097199,10,0.0802050404428367,0.26314372247667206,QR,Clothing,DE,0
15333480,767,116.82001090269674,16,0.03611719627347153,0.20052562800101842,Online,Electronics,US,0
15491721,363,44.3327062322162,23,0.2662132844874738,0.1926649885237354,POS,Electronics,TR,1
3438167,625,89.87648799261962,23,0.2654445699378904,0.2375003561646265,Online,Clothing,DE,0
6048919,114,59.30364827028419,16,0.05338197548648235,0.07528659386405652,QR,Travel,US,0
9849498,252,154.50736237287276,17,0.14899824200470035,0.09577318634567306,QR,Clothing,US,0
1222258,432,99.7774781210817,16,0.09217159210436603,0.11472361754043676,QR,Grocery,FR,0
9855355,161,23.806131155268723,16,0.8697221189669035,0.17231007427066553,QR,Electronics,US,0
12366316,99,68.19803496744166,12,0.1411736029325522,0.12263531305985999,ATM,Grocery,US,0
9553997,772,1.0,14,0.8101422933386073,0.14556584167807246,QR,Electronics,TR,1
