transaction_id,customer_id,transaction_datetime,country,channel,merchant_category,amount,device_trust_score,num_txn_24h_customer,previous_chargeback_count,is_fraud,transaction_note,txn_hour,txn_dayofweek,txn_week,is_weekend,is_night,prev_txn_time,txn_gap_minutes,txn_7d_count,txn_hour_count,txn_dayofweek_count,customer_mean_amount,customer_std_amount,amount_z_customer,is_risky_country,low_device_trust,high_amount_z
1010,1003,2022-10-23 10:11:13,DE,web,groceries,4569.4,52.0,2,3,0,new device,10,6,42,1,0,2022-10-10 23:24:04,17927.15,,1,2,2505.9919999999997,1876.1370783933337,1.0998172914779976,0,0,0
914,1003,2024-07-17 08:08:15,CN,pos_terminal,travel,1329.21,46.0,5,1,0,VPN suspected,8,2,29,0,0,2022-10-23 10:11:13,911397.0333333333,,1,1,2505.9919999999997,1876.1370783933337,-0.6272366841167916,0,0,0
24,1004,2022-07-10 09:14:25,CN,mobile_app,travel,2767.81,80.0,5,2,0,new device,9,6,27,1,0,,-1.0,,5,3,2359.4463636363635,1134.3967262973956,0.3599830878360443,0,0,0
1166,1004,2022-07-12 15:55:28,CN,mobile_app,groceries,1381.11,45.0,4,1,0,VPN suspected,15,1,28,0,0,2022-07-10 09:14:25,3281.05,,2,2,2359.4463636363635,1134.3967262973956,-0.8624287614348078,0,0,0
1191,1004,2022-10-05 09:57:29,CN,web,groceries,2604.25,21.0,0,3,0,new device,9,2,40,0,0,2022-07-12 15:55:28,122042.01666666666,,5,1,2359.4463636363635,1134.3967262973956,0.21580072534470482,0,0,0
1053,1004,2023-03-19 02:25:59,CN,web,gaming,4706.87,35.0,3,1,0,first time merchant,2,6,11,1,1,2022-10-05 09:57:29,237148.5,,1,3,2359.4463636363635,1134.3967262973956,2.069314536921743,0,0,0
370,1004,2023-07-06 17:37:43,CN,pos_terminal,groceries,2034.32,91.0,6,2,0,new device,17,3,27,0,0,2023-03-19 02:25:59,157871.73333333334,,1,2,2359.4463636363635,1134.3967262973956,-0.28660728306009564,0,0,0
823,1004,2023-07-24 09:15:59,CN,web,travel,2869.69,18.0,6,1,0,No transaction note found,9,0,30,0,0,2023-07-06 17:37:43,25418.266666666666,,5,2,2359.4463636363635,1134.3967262973956,0.449792937986556,0,0,0
477,1004,2023-09-11 09:32:52,CN,pos_terminal,luxury,2280.53,55.0,3,2,0,VPN suspected,9,0,37,0,0,2023-07-24 09:15:59,70576.88333333333,,5,2,2359.4463636363635,1134.3967262973956,-0.06956681186302577,0,0,0
670,1004,2024-03-12 15:09:17,CN,web,luxury,1518.31,80.0,1,3,0,new device,15,1,11,0,0,2023-09-11 09:32:52,263856.4166666667,,2,2,2359.4463636363635,1134.3967262973956,-0.7414834194574796,0,0,0
104,1004,2024-10-25 22:43:27,CN,web,electronics,2622.4,89.0,6,3,0,VPN suspected,22,4,43,0,0,2024-03-12 15:09:17,327334.1666666667,,1,1,2359.4463636363635,1134.3967262973956,0.23180041890803219,0,0,0
680,1004,2024-11-10 09:31:01,CN,pos_terminal,luxury,201.61,36.0,32,0,0,No transaction note found,9,6,45,1,0,2024-10-25 22:43:27,22247.566666666666,,5,3,2359.4463636363635,1134.3967262973956,-1.9021884615970417,0,0,0
937,1004,2024-12-12 21:53:42,CN,web,groceries,2967.01,26.0,3,1,0,first time merchant,21,3,50,0,0,2024-11-10 09:31:01,46822.683333333334,,1,2,2359.4463636363635,1134.3967262973956,0.5355830304153723,0,0,0
169,1005,2022-04-09 22:07:26,SG,web,travel,3509.64,90.0,3,2,0,VPN suspected,22,5,14,1,0,,-1.0,,1,4,3166.3687499999996,1123.6065508771296,0.3055084092665976,1,0,0
1057,1005,2022-12-14 01:34:00,SG,web,travel,4222.37,31.0,0,2,0,repeat purchase,1,2,50,0,1,2022-04-09 22:07:26,357326.56666666665,,2,1,3166.3687499999996,1123.6065508771296,0.9398318736889224,1,0,0
512,1005,2023-01-14 04:52:47,SG,web,travel,2733.86,47.0,0,3,0,VPN suspected,4,5,2,1,1,2022-12-14 01:34:00,44838.78333333333,,1,4,3166.3687499999996,1123.6065508771296,-0.3849290035398662,1,0,0
772,1005,2023-04-08 23:06:23,SG,pos_terminal,travel,4152.25,27.0,6,9,0,No transaction note found,23,5,14,1,0,2023-01-14 04:52:47,122053.6,,1,4,3166.3687499999996,1123.6065508771296,0.8774256871592501,1,0,0
711,1005,2023-07-11 06:56:43,SG,pos_terminal,gaming,2495.66,66.0,2,0,0,VPN suspected,6,1,28,0,0,2023-04-08 23:06:23,134390.33333333334,,1,1,3166.3687499999996,1123.6065508771296,-0.5969249195605163,1,0,0
685,1005,2023-09-02 01:57:07,SG,mobile_app,luxury,4436.92,36.0,5,0,0,new device,1,5,35,1,1,2023-07-11 06:56:43,76020.4,,2,4,3166.3687499999996,1123.6065508771296,1.1307794966202005,1,0,0
157,1005,2023-11-23 09:19:17,SG,pos_terminal,electronics,1140.56,66.0,2,3,0,VPN suspected,9,3,47,0,0,2023-09-02 01:57:07,118522.16666666667,,1,2,3166.3687499999996,1123.6065508771296,-1.8029520639752208,1,0,0
425,1005,2024-03-14 10:27:43,SG,mobile_app,luxury,2639.69,34.0,4,1,0,No transaction note found,10,3,11,0,0,2023-11-23 09:19:17,161348.43333333332,,1,2,3166.3687499999996,1123.6065508771296,-0.468739479659365,1,0,0
837,1006,2022-05-19 03:03:28,US,pos_terminal,luxury,1262.33,93.0,1,0,0,high value item,3,3,20,0,1,,-1.0,,1,2,2059.875,1527.2914500135798,-0.5221956817691271,0,0,0
683,1006,2023-09-27 00:13:53,US,mobile_app,groceries,3599.99,68.0,4,3,0,No transaction note found,0,2,39,0,1,2022-05-19 03:03:28,714070.4166666666,,1,1,2059.875,1527.2914500135798,1.00839626908558,0,0,0
932,1006,2023-12-16 15:51:24,US,mobile_app,travel,3997.9,10.0,0,3,0,high value item,15,5,50,1,0,2023-09-27 00:13:53,116137.51666666666,,1,1,2059.875,1527.2914500135798,1.2689293847502179,0,0,0
381,1006,2024-07-18 16:21:37,US,web,electronics,338.65,34.0,1,2,0,first time merchant,16,3,29,0,0,2023-12-16 15:51:24,309630.2166666667,,2,2,2059.875,1527.2914500135798,-1.126978743961865,0,0,0
806,1006,2024-09-29 16:16:24,AU,web,travel,2439.35,43.0,1,0,0,No transaction note found,16,6,39,1,0,2024-07-18 16:21:37,105114.78333333334,,2,1,2059.875,1527.2914500135798,0.2484627279204803,0,0,0
368,1006,2024-12-17 10:24:16,US,web,travel,721.03,21.0,3,0,0,repeat purchase,10,1,51,0,0,2024-09-29 16:16:24,113407.86666666667,,1,1,2059.875,1527.2914500135798,-0.8766139560252864,0,0,0
614,1007,2022-02-22 10:01:56,US,pos_terminal,groceries,233.45,86.0,1,0,0,VPN suspected,10,1,8,0,0,,-1.0,,1,2,2290.9875,1488.9033455319186,-1.3819147536839835,0,0,0
891,1007,2023-04-18 21:48:53,US,web,luxury,3388.01,48.0,0,6,0,repeat purchase,21,1,16,0,0,2022-02-22 10:01:56,605506.95,,2,2,2290.9875,1488.9033455319186,0.7367990026297395,0,0,0
497,1007,2024-09-02 21:33:28,US,web,travel,2157.94,74.0,2,2,0,VPN suspected,21,0,36,0,0,2023-04-18 21:48:53,724304.5833333334,,2,1,2290.9875,1488.9033455319186,-0.08935939354241172,0,0,0
1036,1007,2024-11-14 03:49:39,US,web,groceries,3384.55,85.0,3,3,0,VPN suspected,3,3,46,0,1,2024-09-02 21:33:28,104056.18333333333,,1,1,2290.9875,1488.9033455319186,0.7344751445966554,0,0,0
896,1008,2022-03-23 20:57:57,UK,pos_terminal,electronics,29.09,79.0,3,4,0,VPN suspected,20,2,12,0,0,,-1.0,,1,2,509.825,679.8619579074298,-0.7071067801464735,0,0,0
826,1008,2024-07-03 04:46:21,UK,pos_terminal,luxury,990.56,37.0,4,3,0,high value item,4,2,27,0,1,2022-03-23 20:57:57,1198548.4,,1,2,509.825,679.8619579074298,0.7071067801464735,0,0,0
868,1009,2022-07-03 23:38:34,MY,mobile_app,gaming,661.87,81.0,4,1,0,new device,23,6,26,1,0,,-1.0,,1,1,2010.6266666666663,2574.830885822017,-0.5238233990796931,1,0,0
1160,1009,2022-10-07 18:53:05,MY,mobile_app,gaming,4979.65,32.0,3,2,0,high value item,18,4,40,0,0,2022-07-03 23:38:34,137954.51666666666,,1,1,2010.6266666666663,2574.830885822017,1.1530945001793662,1,0,0
135,1009,2024-05-08 07:20:15,MY,pos_terminal,gaming,390.36,74.0,0,0,0,VPN suspected,7,2,19,0,0,2022-10-07 18:53:05,833067.1666666666,,1,1,2010.6266666666663,2574.830885822017,-0.6292711010996728,1,0,0
471,1010,2022-04-27 23:50:15,MY,pos_terminal,electronics,527.38,82.0,0,3,0,VPN suspected,23,2,17,0,0,,-1.0,,1,4,1733.7645454545454,2066.6326794088345,-0.5837440574101609,1,0,0
287,1010,2022-10-01 03:50:54,MY,mobile_app,groceries,7434.84,32.0,5,2,0,No transaction note found,3,5,39,1,1,2022-04-27 23:50:15,224880.65,,2,2,1733.7645454545454,2066.6326794088345,2.7586302642694402,1,0,0
996,1010,2022-10-02 16:58:15,MY,web,luxury,792.88,93.0,0,1,0,VPN suspected,16,6,39,1,0,2022-10-01 03:50:54,2227.35,,1,1,1733.7645454545454,2066.6326794088345,-0.4552742027304474,1,0,0
812,1010,2022-11-16 09:23:40,MY,pos_terminal,groceries,1182.87,24.0,6,6,0,first time merchant,9,2,46,0,0,2022-10-02 16:58:15,64345.416666666664,,2,4,1733.7645454545454,2066.6326794088345,-0.266566260634246,1,0,0
771,1010,2023-01-18 12:50:14,MY,mobile_app,gaming,935.59,12.0,3,3,0,first time merchant,12,2,3,0,0,2022-11-16 09:23:40,90926.56666666667,,2,4,1733.7645454545454,2066.6326794088345,-0.3862198412941313,1,0,0
69,1010,2023-10-09 09:32:25,JP,mobile_app,electronics,956.33,16.0,2,2,0,VPN suspected,9,0,41,0,0,2023-01-18 12:50:14,379962.18333333335,,2,2,1733.7645454545454,2066.6326794088345,-0.3761841923824279,1,0,0
187,1010,2023-10-20 12:58:50,UK,mobile_app,travel,124.5,57.0,4,0,0,overnight shipping,12,4,42,0,0,2023-10-09 09:32:25,16046.416666666666,,2,1,1733.7645454545454,2066.6326794088345,-0.7786891988540894,0,0,0
8,1010,2024-01-03 06:43:15,MY,mobile_app,travel,2032.48,29.0,1,1,1,high value item,6,2,1,0,0,2023-10-20 12:58:50,107624.41666666667,,1,4,1733.7645454545454,2066.6326794088345,0.14454211313009088,1,0,0
682,1010,2024-03-04 03:47:59,MY,web,travel,1493.75,37.0,6,3,0,first time merchant,3,0,10,0,1,2024-01-03 06:43:15,87664.73333333334,,2,2,1733.7645454545454,2066.6326794088345,-0.11613798032227102,1,0,0
653,1010,2024-07-30 13:45:56,MY,web,luxury,3132.87,61.0,3,3,0,overnight shipping,13,1,31,0,0,2024-03-04 03:47:59,213717.95,,1,1,1733.7645454545454,2066.6326794088345,0.6769976437930286,1,0,0
226,1010,2024-08-31 22:38:09,MY,web,groceries,457.92,90.0,2,0,0,first time merchant,22,5,35,1,0,2024-07-30 13:45:56,46612.21666666667,,1,2,1733.7645454545454,2066.6326794088345,-0.6173542875647858,1,0,0
7,1011,2022-01-08 10:49:08,US,mobile_app,groceries,2758.85,11.0,5,0,0,new device,10,5,1,1,0,,-1.0,,1,3,2997.80125,1604.1929630879467,-0.14895418163413301,0,0,0
1014,1011,2022-04-14 12:36:47,US,pos_terminal,groceries,4809.78,35.0,1,2,0,repeat purchase,12,3,15,0,0,2022-01-08 10:49:08,138347.65,,1,1,2997.80125,1604.1929630879467,1.129526678955181,0,0,0
1118,1011,2022-09-30 14:22:58,US,mobile_app,gaming,1289.69,90.0,1,2,0,overnight shipping,14,4,39,0,0,2022-04-14 12:36:47,243466.18333333332,,1,2,2997.80125,1604.1929630879467,-1.0647791689049793,0,0,0
458,1011,2022-11-06 05:27:33,US,web,luxury,3336.7,46.0,0,3,0,No transaction note found,5,6,44,1,1,2022-09-30 14:22:58,52744.583333333336,,1,2,2997.80125,1604.1929630879467,0.21125809537753246,0,0,0
285,1011,2023-05-13 22:41:08,US,pos_terminal,electronics,4103.88,88.0,4,0,0,first time merchant,22,5,19,1,0,2022-11-06 05:27:33,271753.5833333333,,1,3,2997.80125,1604.1929630879467,0.6894923338093221,0,0,0
354,1011,2023-07-02 04:54:44,US,pos_terminal,electronics,4633.23,68.0,6,0,0,No transaction note found,4,6,26,1,1,2023-05-13 22:41:08,70933.6,,1,2,2997.80125,1604.1929630879467,1.0194713401883564,0,0,0
38,1011,2023-10-27 01:18:22,US,web,groceries,2830.07,31.0,4,1,0,new device,1,4,43,0,1,2023-07-02 04:54:44,168263.63333333333,,1,2,2997.80125,1604.1929630879467,-0.10455802628452515,0,0,0
882,1011,2024-01-13 07:52:55,US,web,travel,220.21,65.0,5,3,0,high value item,7,5,2,1,0,2023-10-27 01:18:22,112714.55,,1,3,2997.80125,1604.1929630879467,-1.7314570715067548,0,0,0
825,1012,2022-11-06 23:09:07,CN,web,luxury,3763.55,24.0,5,0,0,new device,23,6,44,1,0,,-1.0,,1,1,3763.55,,,0,0,0
47,1013,2022-09-17 23:26:33,CN,web,luxury,1810.83,67.0,4,2,0,repeat purchase,23,5,37,1,0,,-1.0,,2,1,2795.84625,1373.7412433840184,-0.7170318680784098,0,0,0
1158,1013,2022-10-19 07:40:19,CN,pos_terminal,gaming,2562.38,70.0,2,1,0,No transaction note found,7,2,42,0,0,2022-09-17 23:26:33,45133.76666666667,,1,2,2795.84625,1373.7412433840184,-0.16994921796545082,0,0,0
510,1013,2023-02-24 16:09:35,CN,mobile_app,groceries,3378.73,52.0,5,0,0,new device,16,4,8,0,0,2022-10-19 07:40:19,184829.26666666666,,1,2,2795.84625,1373.7412433840184,0.4243038875095195,0,0,0
661,1013,2023-05-05 22:19:16,CN,mobile_app,gaming,3750.24,52.0,2,1,0,repeat purchase,22,4,18,0,0,2023-02-24 16:09:35,101169.68333333333,,1,2,2795.84625,1373.7412433840184,0.6947405521937923,0,0,0
597,1013,2023-10-16 20:04:12,CN,mobile_app,electronics,500.28,86.0,27,0,0,high value item,20,0,42,0,0,2023-05-05 22:19:16,236024.93333333332,,2,2,2795.84625,1373.7412433840184,-1.6710324896013133,0,0,0
1123,1013,2023-10-16 23:29:07,CN,pos_terminal,electronics,4662.1,78.0,5,3,0,VPN suspected,23,0,42,0,0,2023-10-16 20:04:12,204.91666666666666,,2,2,2795.84625,1373.7412433840184,1.358519123588913,0,0,0
377,1013,2023-10-24 13:54:26,CN,pos_terminal,travel,1808.0,38.0,3,5,0,first time merchant,13,1,43,0,0,2023-10-16 23:29:07,10945.316666666668,,1,1,2795.84625,1373.7412433840184,-0.719091935804868,0,0,0
465,1013,2024-01-31 20:27:12,CN,web,electronics,3894.21,40.0,4,1,0,overnight shipping,20,2,5,0,0,2023-10-24 13:54:26,142952.76666666666,,2,2,2795.84625,1373.7412433840184,0.7995419481578171,0,0,0
1163,1014,2023-06-07 17:13:44,MY,mobile_app,gaming,4981.12,26.0,2,1,0,repeat purchase,17,2,23,0,0,,-1.0,,1,1,4849.5650000000005,186.0468661979926,0.7071067773858521,1,0,0
1048,1014,2023-11-17 11:49:15,MY,mobile_app,electronics,4718.01,28.0,4,0,0,No transaction note found,11,4,46,0,0,2023-06-07 17:13:44,234395.51666666666,,1,1,4849.5650000000005,186.0468661979926,-0.707106777385857,1,0,0
382,1015,2022-09-19 09:37:27,CN,pos_terminal,gaming,4426.22,28.0,4,2,0,high value item,9,0,38,0,0,,-1.0,,1,1,2277.0128571428572,1295.656037013086,1.6587790906387265,0,0,0
854,1015,2023-04-11 19:34:48,CN,mobile_app,luxury,1243.52,92.0,4,2,0,VPN suspected,19,1,15,0,0,2022-09-19 09:37:27,294357.35,,1,2,2277.0128571428572,1295.656037013086,-0.7976598939988724,0,0,0
280,1015,2023-06-13 08:11:28,CN,web,luxury,3227.77,79.0,1,0,0,repeat purchase,8,1,24,0,0,2023-04-11 19:34:48,90036.66666666667,,2,2,2277.0128571428572,1295.656037013086,0.7338036606142407,0,0,0
532,1015,2023-06-15 08:01:43,CN,mobile_app,travel,3003.29,19.0,0,1,0,No transaction note found,8,3,24,0,0,2023-06-13 08:11:28,2870.25,,2,2,2277.0128571428572,1295.656037013086,0.5605478013527809,0,0,0
1122,1015,2024-02-04 04:11:16,CN,web,groceries,1538.65,17.0,2,2,0,overnight shipping,4,6,5,1,1,2023-06-15 08:01:43,336729.55,,1,1,2277.0128571428572,1295.656037013086,-0.569875673828547,0,0,0
59,1015,2024-07-11 03:51:57,CN,pos_terminal,electronics,863.62,66.0,4,1,0,VPN suspected,3,3,28,0,1,2024-02-04 04:11:16,227500.68333333332,,1,2,2277.0128571428572,1295.656037013086,-1.0908704291620432,0,0,0
606,1015,2024-11-15 11:01:36,CN,web,travel,1636.02,46.0,5,0,0,No transaction note found,11,4,46,0,0,2024-07-11 03:51:57,183309.65,,1,1,2277.0128571428572,1295.656037013086,-0.49472455561628603,0,0,0
380,1016,2022-07-28 21:03:35,UK,mobile_app,luxury,3760.06,86.0,4,3,0,first time merchant,21,3,30,0,0,,-1.0,,1,2,3022.273333333333,1108.8504184932706,0.6653617605782997,0,0,0
759,1016,2022-11-22 15:24:00,UK,web,travel,4214.7,20.0,1,3,0,No transaction note found,15,1,47,0,0,2022-07-28 21:03:35,168140.41666666666,,1,2,3022.273333333333,1108.8504184932706,1.0753719769407324,0,0,0
839,1016,2023-02-11 14:37:28,UK,mobile_app,luxury,3749.78,58.0,1,2,0,first time merchant,14,5,6,1,0,2022-11-22 15:24:00,116593.46666666666,,1,1,3022.273333333333,1108.8504184932706,0.6560908978644916,0,0,0
704,1016,2023-05-31 20:17:59,UK,mobile_app,travel,1565.95,40.0,2,1,0,VPN suspected,20,2,22,0,0,2023-02-11 14:37:28,157300.51666666666,,1,1,3022.273333333333,1108.8504184932706,-1.3133631994405666,0,0,0
619,1016,2024-01-19 13:41:01,SG,web,groceries,4150.56,47.0,2,3,0,No transaction note found,13,4,3,0,0,2023-05-31 20:17:59,335123.0333333333,,2,3,3022.273333333333,1108.8504184932706,1.0175282868178082,1,0,0
531,1016,2024-06-21 05:16:49,UK,mobile_app,luxury,3152.06,89.0,1,0,0,VPN suspected,5,4,25,0,1,2024-01-19 13:41:01,221255.8,,2,3,3022.273333333333,1108.8504184932706,0.11704614481998729,0,0,0
1090,1016,2024-07-19 05:25:09,UK,pos_terminal,luxury,3256.76,48.0,2,0,1,new device,5,4,29,0,1,2024-06-21 05:16:49,40328.333333333336,,2,3,3022.273333333333,1108.8504184932706,0.21146825825731533,0,0,0
735,1016,2024-08-29 13:59:29,CN,mobile_app,travel,1324.24,14.0,5,2,1,new device,13,3,35,0,0,2024-07-19 05:25:09,59554.333333333336,,2,2,3022.273333333333,1108.8504184932706,-1.531345711751326,0,0,0
1031,1016,2024-12-17 16:17:37,UK,pos_terminal,electronics,2026.35,12.0,0,0,0,overnight shipping,16,1,51,0,0,2024-08-29 13:59:29,158538.13333333333,,1,2,3022.273333333333,1108.8504184932706,-0.8981584140867394,0,0,0
981,1017,2022-04-23 10:58:03,CN,pos_terminal,electronics,2996.83,68.0,3,2,0,new device,10,5,16,1,0,,-1.0,,1,2,2352.15,911.7152003906868,0.7071067804109689,0,0,0
256,1017,2023-09-23 09:32:35,CN,web,electronics,1707.47,88.0,6,2,0,VPN suspected,9,5,38,1,0,2022-04-23 10:58:03,745834.5333333333,,1,2,2352.15,911.7152003906868,-0.7071067804109691,0,0,0
5,1018,2022-01-20 14:39:36,US,pos_terminal,groceries,663.15,18.0,2,3,0,first time merchant,14,3,3,0,0,,-1.0,,1,1,3262.6749999999997,2499.631606788569,-1.039963246160009,0,0,0
905,1018,2022-02-16 20:10:38,JP,pos_terminal,electronics,1891.22,30.0,4,0,0,high value item,20,2,7,0,0,2022-01-20 14:39:36,39211.03333333333,,1,1,3262.6749999999997,2499.631606788569,-0.5486628494676432,1,0,0
701,1018,2022-12-04 07:40:48,JP,pos_terminal,gaming,4140.05,65.0,2,0,0,overnight shipping,7,6,48,1,0,2022-02-16 20:10:38,418290.1666666667,,1,2,3262.6749999999997,2499.631606788569,0.3510017226607317,1,0,0
489,1018,2023-03-17 21:23:23,JP,mobile_app,electronics,8441.46,37.0,6,1,0,first time merchant,21,4,11,0,0,2022-12-04 07:40:48,149142.58333333334,,1,3,3262.6749999999997,2499.631606788569,2.0718192976658285,1,0,0
1188,1018,2023-05-30 17:05:06,JP,mobile_app,travel,2951.98,13.0,2,1,1,first time merchant,17,1,22,0,0,2023-03-17 21:23:23,106301.71666666666,,1,1,3262.6749999999997,2499.631606788569,-0.12429631596760321,1,0,0
624,1018,2023-12-01 08:02:24,JP,mobile_app,electronics,2130.13,72.0,1,0,0,first time merchant,8,4,48,0,0,2023-05-30 17:05:06,265857.3,,1,3,3262.6749999999997,2499.631606788569,-0.4530847653407016,1,0,0
951,1018,2024-07-19 01:55:52,JP,pos_terminal,electronics,4662.73,55.0,4,2,0,No transaction note found,1,4,29,0,1,2023-12-01 08:02:24,332273.4666666667,,1,3,3262.6749999999997,2499.631606788569,0.5601045354834254,1,0,0
14,1018,2024-07-21 13:56:40,JP,pos_terminal,luxury,1220.68,10.0,6,0,0,No transaction note found,13,6,29,1,0,2024-07-19 01:55:52,3600.8,,1,2,3262.6749999999997,2499.631606788569,-0.816918378874028,1,0,0
495,1019,2022-06-03 15:03:13,DE,web,luxury,940.4,36.0,6,2,0,VPN suspected,15,4,22,0,0,,-1.0,,1,1,1118.8833333333334,689.9133041282505,-0.25870400275706895,0,0,0
928,1019,2023-12-02 10:27:17,DE,pos_terminal,electronics,1880.5,85.0,4,1,0,No transaction note found,10,5,48,1,0,2022-06-03 15:03:13,787404.0666666667,,1,1,1118.8833333333334,689.9133041282505,1.1039309752535036,0,0,0
111,1019,2024-01-10 08:15:46,DE,pos_terminal,travel,535.75,60.0,4,2,0,No transaction note found,8,2,2,0,0,2023-12-02 10:27:17,56028.48333333333,,1,1,1118.8833333333334,689.9133041282505,-0.8452269724964351,0,0,0
1093,1020,2023-01-01 00:47:47,MY,pos_terminal,luxury,3288.49,62.0,4,1,0,new device,0,6,52,1,1,,-1.0,,1,2,2232.485,1637.2621194129315,0.6449822465682211,1,0,0
789,1020,2023-01-31 19:21:52,MY,web,electronics,280.88,20.0,4,2,0,new device,19,1,5,0,0,2023-01-01 00:47:47,44314.083333333336,,1,1,2232.485,1637.2621194129315,-1.1919930088529633,1,0,0
1187,1020,2023-02-03 07:14:17,CN,mobile_app,luxury,3284.3,45.0,0,2,1,repeat purchase,7,4,5,0,0,2023-01-31 19:21:52,3592.4166666666665,,1,2,2232.485,1637.2621194129315,0.6424230961729857,0,0,0
